label,text,text_len,num_words,cleaned_text
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,114,24,aiyo bit pai seh noe scare dun rem die hee becom better lookin oredi leh
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",276,61,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,57,13,hi b ard christma enjoy n merri x mas
ham,Ok...,5,1,ok
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",69,14,piggi r u awak bet u still sleep go lunch
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,61,12,realli hope work doesnt get stress gr day
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",89,18,got hella gas money want go grand natur adventur galileo littl bit
ham,Haha okay... Today weekend leh... ,34,6,haha okay today weekend leh
ham,You will be in the place of that man,36,9,place man
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,28,buy space invad chanc win orig arcad game consol press game arcad std wap charg see co uk game term set purchas
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73,14,wish famili merri x mas happi new year advanc
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,165,32,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone
ham,Simply sitting and watching match in office..,45,7,simpli sit watch match offic
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,118,27,dont file bag work call tell find anyth room
ham,One small prestige problem now.,31,5,one small prestig problem
ham,You were supposed to wake ME up &gt;:(,38,8,suppos wake gt
ham,"Yo, any way we could pick something up tonight?",47,9,yo way could pick someth tonight
ham,Goin to workout lor... Muz lose e fats... ,42,9,goin workout lor muz lose e fat
ham,Yeah that's the impression I got,32,6,yeah impress got
ham,Hope you are having a great day.,32,7,hope great day
ham,i thought we were doing a king of the hill thing there.,55,12,thought king hill thing
ham,"And very importantly, all we discuss is between u and i only.",61,12,import discuss u
ham,Sac needs to carry on:),23,5,sac need carri
ham,Love you aathi..love u lot..,28,5,love aathi love u lot
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,145,24,free video camera phone half price line rental mths cross ntwk min txts call mobileupd call optout
ham,I could ask carlos if we could get more if anybody else can chip in,67,15,could ask carlo could get anybodi els chip
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,158,29,miser tell u side effect birth control massiv gut wrench cramp first month sleep last night
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,25,hi spoke maneesha v like know satisfi experi repli toll free yes
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",120,24,what come hill monster hope great day thing r go fine busi though
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",147,30,cmon babe make horni turn txt fantasi babe im hot sticki need repli cost cancel send stop
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",111,23,tick tick tick could die loneli know pout stomp feet need
ham,R we going with the  &lt;#&gt;  bus?,36,9,r go lt gt bus
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,40,9,much fight good nite
ham,We have to pick rayan macleran there.,37,7,pick rayan macleran
ham,I did. One slice and one breadstick. Lol,40,8,one slice one breadstick lol
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,25,hi spoke maneesha v like know satisfi experi repli toll free yes
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,26,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pls repli
ham,How much r ü willing to pay?,28,7,much r will pay
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,152,25,award sipix digit camera call landlin deliveri within day cs box bp yr warranti ppm p p
ham,When should I come over?,24,5,come
ham,Huh? 6 also cannot? Then only how many mistakes?,48,9,huh also mani mistak
ham,"Princess, is your kitty shaved or natural?",42,7,princess kitti shave natur
ham,When u wana see it then,23,6,u wana see
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",132,30,add realli care least get dude fuck hey money want
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,183,37,omg joanna freak look thru friend find photo ask stuff myspac even log like year
ham,Do well :)all will for little time. Thing of good times ahead:,62,12,well littl time thing good time ahead
ham,No my mum went 2 dentist.,25,6,mum went dentist
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,89,18,good trip watch rememb get back must decid easter
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",115,24,haha got fast lose weight thk muz go month den got effect gee later go aust put bk e weight
ham,"Aight no rush, I'll ask jay",27,6,aight rush ask jay
ham,I wont get concentration dear you know you are my mind and everything :-),73,14,wont get concentr dear know mind everyth
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,90,15,current lead bid paus auction send custom care
ham,No calls..messages..missed calls,32,3,call messag miss call
ham,Okie,4,1,oki
ham,Wherre's my boytoy ? :-(,24,5,wherr boytoy
ham,ok. I am a gentleman and will treat you with dignity and respect.,65,13,ok gentleman treat digniti respect
ham,Uncle Abbey! Happy New Year. Abiola,35,6,uncl abbey happi new year abiola
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,151,28,nd time tri contact u u prize claim call b cs stop sms ppm
ham,Hey what are you doing. Y no reply pa..,39,9,hey repli pa
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",77,15,yep great loxahatche xmas tree burn lt gt start hour
ham,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...",147,27,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",120,24,hey tell blake address carlo want meet got lost answer phone
ham,Annoying isn't it.,18,3,annoy
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,83,15,alright thank advic enjoy night tri get sleep
ham,Ok. How many should i buy.,26,6,ok mani buy
ham,Oh :-)only 4 outside players allowed to play know,49,9,oh outsid player allow play know
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,151,29,nokia get win free auction take part send nokia hg suit land row w jhl
ham,Ok... U enjoy ur shows...,25,5,ok u enjoy ur show
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",156,29,mani peopl seem special first sight remain special till last sight maintain till life end sh jas
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,91,17,plan yet go join compani jan know happen
ham,Yup. Thk of u oso boring wat.,29,7,yup thk u oso bore wat
ham,Ugh just got outta class,24,5,ugh got outta class
ham,:-( that's not v romantic!,26,5,v romant
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167,39,say fantast chanc anyth need bigger life lift lose live think would first person die n v q
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",151,30,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sms st ur love friendship good morn dear
ham,Ok thanx...,11,2,ok thanx
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",159,29,born god said oh anoth idiot born god said oh competit knew one day two becom freind forev
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,155,30,hello saturday go text see decid anyth tomo tri invit anyth
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",155,27,want funk ur fone week new tone repli tone u text www rington co uk origin n best tone gbp network oper rate appli
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",115,11,madam regret disturb might receiv refer check dlf premarica kind inform rgds rakhesh kerala
ham,Package all your programs well,30,5,packag program well
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,25,sell ton coin sell coin someon thru paypal voila money back life pocket
ham,Nice.nice.how is it working?,28,4,nice nice work
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,99,15,import custom servic announc premier call freephon
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,71,14,free text msgs text ok credit account
ham,Thank you princess! I want to see your nice juicy booty...,58,11,thank princess want see nice juici booti
ham,We live in the next  &lt;#&gt; mins,35,8,live next lt gt min
ham,Hey are you angry with me. Reply me dr.,39,9,hey angri repli dr
ham,K k :-):-) then watch some films.,33,7,k k watch film
ham,K I'll be there before 4.,25,6,k
ham,Ya very nice. . .be ready on thursday,37,8,ya nice readi thursday
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,185,38,sorri join leagu peopl dont keep touch mean great deal friend time even great person cost great week
ham,"No my blankets are sufficient, thx",34,6,blanket suffici thx
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,157,32,god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg
ham,Where are you ? You said you would be here when I woke ... :-(,62,15,said would woke
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,41,11,hi kate u give ring asap xxx
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",157,27,congratul thank good friend u xmas prize claim easi call p per minut bt nation rate
ham,What Today-sunday..sunday is holiday..so no work..,50,6,today sunday sunday holiday work
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",149,35,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,104,25,ok noe u busi realli bore msg u oso dunno wat colour choos one
ham,Okie,4,1,oki
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,179,40,got room soon put clock back til shout everyon get realis wahay anoth hour bed
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",94,19,sorri batteri die come get gram place
ham,Shall i ask one thing if you dont mistake me.,45,10,shall ask one thing dont mistak
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",95,18,call carlo phone vibrat act might hear text
ham,Some are lasting as much as 2 hours. You might get lucky.,57,12,last much hour might get lucki
ham,Re your call; You didn't see my facebook huh?,45,9,call see facebook huh
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,160,31,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
ham,Pls speak to that customer machan.,34,6,pls speak custom machan
ham,I am sorry it hurt you.,23,6,sorri hurt
ham,Watching ajith film ah?,23,4,watch ajith film ah
ham,I have no idea where you are,28,7,idea
ham,Leave it de:-). Start Prepare for next:-)..,43,7,leav de start prepar next
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,77,19,huh slow tot u reach long ago liao u day leh
ham,"Aight, tomorrow around  &lt;#&gt;  it is",40,8,aight tomorrow around lt gt
ham,In that case I guess I'll see you at campus lodge,49,11,case guess see campus lodg
ham,"There're some people by mu, I'm at the table by lambda",54,11,peopl mu tabl lambda
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,80,18,yup hey one day fri ask miwa jiayin take leav go karaok
ham,Want to finally have lunch today?,33,6,want final lunch today
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,16,hope enjoy new content text stop unsubscrib help p provid tone co uk
ham,You also didnt get na hi hi hi hi hi,36,10,also didnt get na hi hi hi hi hi
ham,So no messages. Had food?,25,5,messag food
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,161,28,next month get upto call ur standard network charg activ call c wire net st term pobox uz cost min mobcudb
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,141,26,free st week entri textpod chanc win gb ipod cash everi wk txt vpod ts cs www textpod net custcar
ham,Hmm ill have to think about it... ok you're forgiven! =D,56,11,hmm ill think ok forgiven
ham,"Until 545 lor... Ya, can go 4 dinner together...",48,9,lor ya go dinner togeth
ham,No shoot me. I'm in the docs waiting room. :/,45,10,shoot doc wait room
ham,... Are you in the pub?,23,6,pub
ham,I donno its in your genes or something,38,8,donno gene someth
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,159,32,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,103,23,want tell bad feel basic time text late need drug
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",90,16,pete phone still jenni colleg leann
ham,Thats cool princess! I will cover your face in hot sticky cum :),64,13,that cool princess cover face hot sticki cum
ham,You still around? Looking to pick up later,42,8,still around look pick later
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,19,how favourit person today r u workin hard sleep last nite near rang u
ham,And I don't plan on staying the night but I prolly won't be back til late,73,16,plan stay night prolli back til late
ham,Yeah jay's sort of a fucking retard,35,7,yeah jay sort fuck retard
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,85,19,love excit day spend make happi
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,101,18,lol yep yesterday alreadi got fireplac anoth icon sit
ham,I'm meeting Darren...,21,3,meet darren
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,24,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
ham,Rofl betta invest in some  anti aging products,46,9,rofl betta invest anti age product
ham,Come to medical college at 7pm ......forward it da,50,9,come medic colleg pm forward da
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,8,k wait chikku il send aftr lt gt min
ham,i am going to bed now prin,26,7,go bed prin
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",156,26,urgent mobil award bonus caller prize final tri contact u call landlin box wr c ppm
ham,"Looks like you found something to do other than smoke, great job!",65,12,look like found someth smoke great job
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",157,33,hello love get interview today happi good boy think miss
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153,25,join uk horniest dog servic u sex nite sign follow instruct txt entri nyt ec lp msg p
ham,Going for dinner.msg you after.,31,5,go dinner msg
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,72,13,offic what matter msg call break
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",116,24,hmm dunno leh mayb bag goigng dat small jus anyth except perfum smth dat keep
ham,Mm umma ask vava also to come tell him can play later together,62,13,mm umma ask vava also come tell play later togeth
ham,Good morning princess! Happy New Year!,38,6,good morn princess happi new year
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,61,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
ham,So gd got free ice cream... I oso wan...,40,9,gd got free ice cream oso wan
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,86,18,know account detail ask mom send mom reach
ham,"Awesome, I'll see you in a bit",30,7,awesom see bit
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,124,26,hi petey noi ok want chat coz avent spoken u long time hope ur doin alrit good nit js love ya x
ham,Dear we are going to our rubber place,37,8,dear go rubber place
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",298,53,noth meant money enter account bank remov flat rate someon transfer lt gt account lt gt dollar got remov bank differ charg also differ sure trust ja person send account detail cos
ham,Aight sorry I take ten years to shower. What's the plan?,56,11,aight sorri take ten year shower plan
ham,Just send a text. We'll skype later.,36,7,send text skype later
ham,Good morning princess! How are you?,35,6,good morn princess
ham,Dude ive been seeing a lotta corvettes lately,45,8,dude ive see lotta corvett late
spam,You have 1 new message. Please call 08712400200.,48,8,new messag pleas call
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",68,15,fyi take quick shower epsilon like lt gt min
ham,Holy living christ what is taking you so long,45,9,holi live christ take long
ham,I cant pick the phone right now. Pls send a message,51,11,cant pick phone right pls send messag
ham,"I think we're going to finn's now, come",39,8,think go finn come
ham,Haven't left yet so probably gonna be here til dinner,53,10,left yet probabl gon na til dinner
ham,Dont let studying stress you out. L8r.,38,7,dont let studi stress l r
ham,Finally the match heading towards draw as your prediction.,58,9,final match head toward draw predict
ham,Thanks. Fills me with complete calm and reassurance! ,53,9,thank fill complet calm reassur
ham,Ok,2,1,ok
ham,Otherwise had part time job na-tuition..,40,6,otherwis part time job na tuition
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",159,33,good morn love go sleep wish great day full feel better opportun last thought babe love kiss
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",159,27,final chanc claim ur worth discount voucher today text yes savamob member offer mobil cs savamob pobox uz sub
ham,I reach home safe n sound liao...,33,7,reach home safe n sound liao
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,15,respond imma assum still asleep imma start call n shit
ham,Thnx dude. u guys out 2nite?,28,6,thnx dude u guy nite
ham,Yo dude guess who just got arrested the other day,49,10,yo dude guess got arrest day
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",155,24,januari male sale hot gay chat cheaper call nation rate p min cheap p min peak stop text call p min
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",204,43,dude fake frnds got money thts reffer u u member wit mail link u vl credit lt gt rs il geti lt gt rs draw acc wen lt gt rs
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",97,21,k fyi back parent place south tampa might need deal somewher els
ham,Hahaha..use your brain dear,27,4,hahaha use brain dear
ham,"Yes..but they said its IT.,",27,5,yes said
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,137,24,ur cash balanc current pound maxim ur cash send go p msg cc po box tcr w
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,120,28,got lousi sleep kept wake everi hour see cat want come worri cold
ham,Good morning princess! How are you?,35,6,good morn princess
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,106,18,free entri week competit text word win c www txttowin co uk
ham,Also are you bringing galileo or dobby,38,7,also bring galileo dobbi
ham,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",143,25,wen u miss someon person definit special u person special miss keep touch gdeve
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,74,14,know complain num bettr direct go bsnl offc nd appli
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,155,28,splashmobil choos gr tone wk subscrit servic week tone cost p u one credit kick back enjoy
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,21,dear shall mail tonit busi street shall updat tonit thing look ok varunnathu edukkukaye raksha ollu good one real sens
ham,Spoons it is then okay?,23,5,spoon okay
ham,Yup bathe liao...,17,3,yup bath liao
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,79,16,yoyyooo u know chang permiss drive mac usb flash drive
ham,Can a not?,10,3,
ham,Argh why the fuck is nobody in town ;_;,39,9,argh fuck nobodi town
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,72,12,howz pain come today said ystrday ice medicin
ham,Company is very good.environment is terrific and food is really nice:),70,11,compani good environ terrif food realli nice
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,77,18,walk hour c u show care wont u believ im serious
ham,Ü still got lessons?  Ü in sch?,31,8,still got lesson sch
ham,Hey gals...U all wanna meet 4 dinner at nìte? ,46,10,hey gal u wan na meet dinner n te
ham,Then ur sis how?,16,4,ur sis
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,29,free rington wait collect simpli text password mix verifi get usher britney fml po box mk h ppw
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,83,19,thk got ta go home urself cos b go shop fren present
ham,No problem. Talk to you later,29,6,problem talk later
ham,"Awesome, think we can get an 8th at usf some time tonight?",58,12,awesom think get th usf time tonight
ham,Whatsup there. Dont u want to sleep,35,7,whatsup dont u want sleep
ham,Ok lor... Or u wan me go look 4 u?,34,10,ok lor u wan go look u
ham,Carry on not disturbing both of you,35,7,carri disturb
spam,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",158,27,urgent mobil award bonus caller prize nd attempt contact call box qu bt nation rate
ham,Lmao you know me so well...,27,6,lmao know well
ham,Its good to hear from you,25,6,good hear
ham,2 laptop... I noe infra but too slow lar... I wan fast one,58,13,laptop noe infra slow lar wan fast one
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",63,12,haha awesom u coupl time come
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",152,27,hi hun im comin nite tell everi im sorri hope u ava goodtim oli rang melnit ifink mite b sort il explain everythin mon l rs x
ham,Detroit. The home of snow. Enjoy it.,36,7,detroit home snow enjoy
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,202,39,thank messag realli appreci sacrific sure process direct pay find way back test tomorrow class wonder day
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,111,24,ok good later come find c lucki told go earlier later pple take finish
ham,I was just callin to say hi. Take care bruv!,44,10,callin say hi take care bruv
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",146,28,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer
ham,"Yo, the game almost over? Want to go to walmart soon",52,11,yo game almost want go walmart soon
ham,Great. So should i send you my account number.,46,9,great send account number
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",126,19,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk
ham,Please ask mummy to call father,31,6,pleas ask mummi call father
ham,We still on for tonight?,24,5,still tonight
ham,Ü thk of wat to eat tonight.,28,7,thk wat eat tonight
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,82,18,help u swoop pick u wherev ur bird r meet u want
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,85,20,better still catch let ask sell lt gt
ham,You will go to walmart. I.ll stay.,34,7,go walmart stay
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,70,14,omg want scream weigh lost weight woohoo
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,24,moon come color dream star make music sms give warm peac sleep good night
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,144,33,sexi sexi cum text im wet warm readi porn u fun msg free recd msgs p inc vat cancel text stop
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,141,33,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard smth lor
ham,I know she called me,20,5,know call
ham,She's good. How are you. Where r u working now,46,10,good r u work
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",156,33,freemsg hey u got video pic fone repli wild txt ill send u pic hurri im bore work xxx p rcvd stop stop
ham,U too...,8,2,u
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",152,29,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel
ham,Are you coming to day for class.,32,7,come day class
ham,Oh my God. I'm almost home,26,6,oh god almost home
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",144,24,pain word thought happi toughest thing earth toughest act happi unspoken pain insid
ham,Ok lor...,9,2,ok lor
ham,At home watching tv lor.,24,5,home watch tv lor
ham,We got a divorce. Lol. She.s here,33,7,got divorc lol
